	1	716.5	290	
	1.85	711.699	304.684	
	2.70156	717.527	299.414	
	3.55156	719.566	298.371	
	4.40156	714.754	305.199	
	5.25312	719.367	302.203	
	6.10312	722.066	301.023	
	6.95469	720.379	303.27	
	7.80469	723.254	303.391	
	8.65469	722.359	303.832	
	9.50625	722.781	306.402	
	10.3562	721.602	289.938	
	11.2062	711.762	308.16	
	12.0578	719.277	298.359	
	12.9078	716.633	300.621	
	13.7594	712.297	303.281	
	14.6094	722	290.375	
	15.4594	710.949	307.125	
	16.3109	716.234	300.055	
	17.1609	708.168	307.664	
	18.0109	711	294.395	
	18.8625	714.688	299.48	
	19.7125	711.121	309.781	
	20.5641	707.82	303.016	
	21.4141	706.43	307.137	
	22.2641	701.66	299.488	
	23.1156	711.414	297.305	
	23.9656	707.852	306.203	
	24.8156	713.926	298.211	
	25.6672	707.062	291.16	
	26.5172	702.441	296.465	
	27.3687	709	289.43	
	28.2187	701.445	303.738	
	29.0687	697.176	304.695	
	29.9203	700.215	289.391	
	30.7703	689.973	296.441	
	31.6203	701.316	287.75	
	32.4719	692.738	307.008	
	33.3219	698.09	294.238	
	34.1734	699.727	293.199	
	35.0234	695.074	301.109	
	35.8734	703.301	293.727	
	36.725	702.711	298.082	
	37.575	705.277	298.078	
	38.425	706.859	296.07	
	39.2766	704.793	298.074	
	40.1266	711.078	292.844	
	40.9781	708.574	299.828	
	41.8281	708.805	304.766	
	42.6781	715.223	295.539	
	43.5297	709.031	306	
	44.3797	713.461	300.246	
	45.2297	717.59	299.957	
	46.0812	712.75	309.605	
	46.9312	721.547	297.062	
	47.7828	714.105	306.051	
	48.6328	720	303.844	
	49.4828	718.152	302.305	
	50.3344	715.602	308.305	
	51.1844	718.578	302.555	
	52.0344	718.898	311.98	
	52.8859	724.34	303.562	
	53.7359	718.789	304.574	
	54.5875	715.621	305.285	
	55.4375	721.098	298.875	
	56.2875	720.801	298.84	
	57.1391	718.969	304.41	
	57.9891	718.914	289.086	
	58.8391	705.762	302.148	
	59.6906	707.621	290.699	
	60.5406	707.688	287.41	
	61.3922	707.895	288.5	
	62.2422	710.43	287.133	
	63.0922	695.387	300.547	
	63.9437	702.418	287.094	
	64.7937	697.293	297.887	
	65.6437	697.652	293.844	
	66.4953	703	288.656	
	67.3453	693.848	292.68	
	68.1953	695.285	291.055	
	69.0469	694.398	291.059	
	69.8969	693.723	292.395	
	70.7484	698.062	289.004	
	71.5984	691.879	294.629	
	72.4484	696.398	291.324	
	73.3	695.293	291.926	
	74.15	688.184	296.598	
	75	700.277	279.168	
	75.8516	687.754	301.082	
	76.7016	695.609	289.484	
	77.5531	694.559	289.777	
	78.4031	687.379	296.918	
	79.2531	697.031	274.91	
	80.1047	685	289.48	
	80.9547	693	278.156	
	81.8047	688.449	283.203	
	82.6562	688.094	281.875	
	83.3016	695.516	276.152	
	83.5062	697.871	274.336	
	84.1531	679.93	295.375	
	85.0031	687.52	274.269	
	85.8531	682.805	277.746	
	86.7047	679.184	282.09	
	87.5547	689.375	269.699	
	88.4047	677.863	288.961	
	89.2562	684.805	271.008	
	90.1062	680.992	275.703	
	90.9578	680.235	272.547	
	91.8078	681.57	269.718	
	92.6578	672.758	272.187	
	93.5094	674.188	268.558	
	94.3594	674.125	270.957	
	95.2094	671.742	274.465	
	96.0609	674.613	263.109	
	96.9109	669.727	270.57	
	97.7609	669.535	277.035	
	98.6125	674.551	266.933	
	99.4625	668.969	276.8	
	100.314	677.43	259.707	
	101.164	671.063	276.972	
	102.014	673.723	270.039	
	102.866	675.5	270.234	
	103.716	665.012	270.215	
	104.566	674.656	255.258	
	105.417	665.258	270.972	
	106.267	668.043	270.211	
	107.119	673.012	259.515	
	107.969	660.223	266.242	
	108.819	670.633	258.23	
	109.67	664.043	266.633	
	110.52	662.61	263.531	
	111.37	665.305	263.011	
	112.222	654.336	266.445	
	113.072	658.043	253.761	
	113.923	661.438	269.156	
	114.773	661.699	269.078	
	115.623	666.43	266.519	
	116.475	657.672	269.523	
	117.325	659.051	264.554	
	118.175	665.535	261.027	
	119.027	662.645	271.179	
	119.877	667.688	258.82	
	120.728	662.074	260.086	
	121.578	663.785	261.172	
	122.428	669.383	261.449	
	123.28	664.817	269.75	
	124.13	674.11	251.468	
	124.98	666.43	265.871	
	125.831	670.43	256.48	
	126.681	675.332	259.574	
	127.533	670.43	256.797	
	128.383	677.668	252.699	
	129.233	672.887	255.133	
	130.084	676.246	253.828	
	130.934	676.567	253.613	
	131.784	668.281	254.566	
	132.636	673.863	252.699	
	133.486	671.473	253.504	
	134.337	672.43	257.668	
	135.187	680.34	245.531	
	136.037	670.461	266.117	
	136.889	676.688	256.097	
	137.739	673.43	257.996	
	138.589	671.153	254.785	
	139.441	676.422	252.554	
	140.291	666.828	262.715	
	141.142	672.574	256.765	
	141.992	670.117	257.738	
	142.842	667.278	255.078	
	143.694	675.598	249.984	
	144.544	668.059	262.847	
	145.394	674.153	254.25	
	146.245	672.121	255.058	
	147.095	669.824	255.222	
	147.947	673.387	245.859	
	148.797	664.567	259.433	
	149.647	669.692	253.179	
	150.498	668.074	255.914	
	151.348	666.028	258.808	
	152.198	670.199	251.5	
	153.05	659.805	265.672	
	153.9	660.016	265.574	
