1.312,8.727,1
-0.707,1.523,1
-0.55,0.953,1
-1.43,7.297,1
0,1.652,1
0,0,1
-2.703,5.274,1
-0.035,-0.129,1
-1.836,1.555,1
-2.008,4.406,1
1.07,-1.996,1
-1.144,1.242,1
0.031,-0.684,1
0.559,-1.258,1
-0.567,0.84,1
0.215,-0.816,1
0.25,-0.336,1
-0.34,0.391,1
-0.117,0.152,1
0.609,-1.445,1
-0.054,0.027,1
0.445,-0.973,1
0.094,-0.152,1
0.386,-0.574,1
0.141,-0.332,1
0.027,-0.094,1
0.352,-0.855,1
0.613,-0.997,1
0.434,-0.996,1
0.18,-0.152,1
0.593,-1.117,1
-1.781,4.363,1
2.879,6.969,1
-1.484,2.695,1
0.101,-0.055,1
4.789,5.739,1
0.953,-0.262,1
0.086,1.234,1
0.817,4.223,1
1.242,-1.047,1
0.586,-0.523,1
-0.137,0.363,1
0,0,1
-0.488,-0.352,1
0.512,-0.785,1
0.105,-0.91,1
-0.418,0.02,1
0.191,-0.649,1
0.004,-1.011,1
-0.015,-0.985,1
0.105,-0.922,1
-0.183,-0.883,1
0.144,-1.105,1
0.031,-1.242,1
0.754,5.09,1
4.778,-2.305,1
-0.653,1.324,1
-0.504,0.988,1
4.567,4.938,1
0.426,0.707,1
-1.047,1.992,1
1,3.262,1
0.097,0.121,1
-0.769,0.68,1
0.441,-0.555,1
-1.344,3.926,1
-0.605,-0.547,1
-0.539,-0.02,1
0.496,-1.632,1
-0.148,0.031,1
-0.618,-0.02,1
0.25,-1.738,1
-0.293,-0.387,1
0.098,-1.144,1
-0.051,-0.653,1
-0.234,-0.57,1
-0.055,-2.031,1
-0.129,-0.625,1
-0.136,-1.055,1
-0.012,-0.656,1
-2.961,0.859,1
-0.375,-0.156,1
-2.293,1.961,1
-1.625,2.332,1
0.063,-1.687,1
-1.856,1.863,1
0.367,-0.754,1
0.172,5.277,1
-1.176,1.426,1
-0.027,-0.02,1
-2.262,2,1
-0.062,-1.527,1
-0.957,0.508,1
-0.637,-0.102,1
0.348,-1.406,1
-0.418,-0.625,1
0.07,-0.711,1
0.18,-0.976,1
-0.242,-0.45,1
0.21,-1.253,1
0.102,-1.372,1
0.012,-0.468,1
0.355,-1.262,1
0.02,-0.977,1
0.226,3.579,1
2.469,-3.129,1
-0.039,0.074,1
-1.66,2.117,1
2.945,3.965,1
-0.008,0.012,1
-0.965,1.996,1
0.989,4.433,1
1.668,0.035,1
0.359,0.204,1
2.129,5.429,1
2.949,-2.347,1
-0.199,0.511,1
-0.93,1.778,1
1.434,-3.149,1
-0.887,0.848,1
0.746,-2.586,1
-0.277,-0.172,1
-0.426,-0.457,1
0.559,-2.406,1
-0.477,-0.227,1
0.039,-1.277,1
0.059,-1.59,1
3.551,-1.453,1
0,0,1
1.168,-1.422,1
-0.18,0.656,1
2.941,-0.781,1
1.778,-1,1
0.406,-0.785,1
3.086,5.93,1
1.965,-0.145,1
-0.2,1.02,1
-0.003,0,1
2.714,3.921,1
-0.527,0.993,1
-0.07,-0.141,1
0.742,-1.77,1
-0.922,-0.445,1
0.211,-0.726,1
-0.605,-1.317,1
-0.18,-0.394,1
0.18,-1.442,1
-0.258,-0.781,1
-3.211,-0.176,1
-0.078,-2.781,1
0.152,-1.391,1
-2.52,0.723,1
-2.359,2.34,1
0.469,-1.606,1
-0.77,-0.316,1
-2.539,5.289,1
0.946,-1,1
-0.051,-0.145,1
-1.227,1.29,1
-1.726,1.976,1
-0.012,-0.426,1
-1.367,0.692,1
-0.074,-1.387,1
-0.438,-0.816,1
-0.207,-0.418,1
0.254,-0.938,1
-0.441,-1.109,1
-0.137,-0.485,1
0.254,-1.425,1
-0.239,-0.809,1
0.11,3.043,1
0.703,-1.176,1
-1.57,1.391,1
0.293,5.586,1
1.945,-0.992,1
-1.246,1.683,1
0,4.02,1
1.832,-1.653,1
-0.231,0.262,1
-0.027,4.836,1
