-4,5,17.3
-3,1,17.3
0,3,17.3
-1,0,17.3
0,1,17.3
0,3,17.3
-3,0,17.3
0,3,17.3
0,1,17.3
-1,0,17.3
1,5,17.3
-2,0,17.3
0,2,17.3
0,2,17.3
0,0,17.3
1,3,17.3
0,0,17.3
0,2,17.3
0,2,17.3
0,0,17.3
2,5,17.3
0,-2,17.3
0,2,17.3
1,2,17.3
0,-2,17.3
2,4,17.3
0,-2,17.3
1,1,17.3
1,2,17.3
0,-2,17.3
2,5,17.3
0,-2,17.3
0,1,17.3
1,2,17.3
-1,-2,17.3
2,5,17.3
-1,-2,17.3
1,2,17.3
1,1,17.3
-1,-2,17.3
2,5,17.3
-1,-3,17.3
1,2,17.3
1,2,17.3
-1,-2,17.3
2,5,17.3
-2,-3,17.3
0,2,17.3
1,2,17.3
-1,-3,17.3
0,5,17.3
-2,-2,17.3
0,2,17.3
0,1,17.3
-1,-2,17.3
0,4,17.3
-3,-3,17.3
0,2,17.3
0,1,17.3
-1,-2,17.3
0,3,17.3
-2,-4,17.3
0,1,17.3
0,1,17.3
-1,-2,17.3
-1,3,17.3
-3,-3,17.3
-1,0,17.3
0,0,17.3
-1,-1,17.3
0,4,17.3
-2,-1,17.3
0,2,17.3
0,1,17.3
-1,-1,17.3
1,4,17.3
-1,-2,17.3
0,2,17.3
0,1,17.3
0,-1,17.3
2,3,17.3
-1,-3,17.3
1,3,17.3
0,-1,17.3
0,0,17.3
2,3,17.3
0,-3,17.3
1,3,17.3
0,-1,17.3
0,0,17.3
2,1,17.3
0,-4,17.3
1,2,17.3
0,-2,17.3
0,0,17.3
1,2,17.3
0,-3,17.3
1,3,17.3
0,-2,17.3
1,1,17.3
1,0,17.3
0,-2,17.3
1,3,17.3
0,-3,17.3
1,2,17.3
0,2,17.3
0,-1,17.3
1,3,17.3
0,-3,17.3
1,2,17.3
0,2,17.3
0,0,17.3
1,3,17.3
0,-2,17.3
1,4,17.3
0,0,17.3
0,1,17.3
0,2,17.3
0,-2,17.3
0,1,17.3
1,0,17.3
0,2,17.3
0,1,17.3
0,-2,17.3
0,2,17.3
0,0,17.3
0,2,17.3
0,1,17.3
0,0,17.3
2,2,17.3
0,0,17.3
1,3,17.3
0,0,17.3
0,-1,17.3
3,3,17.3
0,-3,17.3
1,2,17.3
1,0,17.3
0,0,17.3
2,4,17.3
0,-3,17.3
1,4,17.3
0,-1,17.3
0,-1,17.3
2,4,17.3
1,-2,17.3
1,2,17.3
0,0,17.3
0,0,17.3
1,4,17.3
0,-3,17.3
1,4,17.3
0,0,17.3
0,-1,17.3
-1,4,17.3
-1,-3,17.3
0,4,17.3
0,-1,17.3
0,-1,17.3
0,4,17.3
0,-3,17.3
0,4,17.3
0,-1,17.3
0,-1,17.3
0,4,17.3
0,-2,17.3
0,4,17.3
0,-2,17.3
0,2,17.3
0,4,17.3
0,-3,17.3
0,4,17.3
0,-2,17.3
0,0,17.3
0,4,17.3
0,-2,17.3
0,3,17.3
0,-2,17.3
0,0,17.3
0,0,17.3
